	order_in_text	sentences	tf_idf
38	39	Что касается Веры — та жадно хотела детей и даже, ей казалось, чем больше, тем лучше, но почему-то они у нее не рождались, и она болезненно и пылко обожала хорошеньких малокровных детей младшей сестры, всегда приличных и послушных, с бледными мучнистыми лицами и с завитыми льняными кукольными волосами Анна вся состояла из веселой безалаберности и милых, иногда странных противоречий	2.3796835941136965
410	411	Вот и мне уж пора собираться	2.3779731928086276
995	996	» Княгиня Вера обняла ствол акации, прижалась к нему и плакала	2.377910739788452
812	813	Он положил руки в карманы, сел удобно в угол дивана, достал портсигар и спички и закурил — Итак, вы сказали, что вы хотели прибегнуть к помощи власти	2.3775408031665664
858	859	Глаза его блестели и были глубоки, как будто наполнены непролитыми слезами	2.3773798910142574
960	961	Глубокая важность была в его закрытых глазах, и губы улыбались блаженно и безмятежно, как будто бы он перед расставаньем с жизнью узнал какую-то глубокую и сладкую тайну, разрешившую всю человеческую его жизнь	2.376571840344002
390	391	В вихре жизненного вальса Вера позабывает своего поклонника и выходит замуж за красивого молодого Васю, но телеграфист не забывает ее	2.3761576725686284
265	266	Он до сих пор обожал Анну, как и в первый день супружества, всегда старался сесть около нее, незаметно притронуться к ней и ухаживал за нею так влюбленно и самодовольно, что часто становилось за него и жалко и неловко Перед тем как вставать из-за стола, Вера Николаевна машинально пересчитала гостей	2.375836981557998
979	980	И в уме ее слагались слова	2.374911244463453
508	509	— Ровно ничего не значит, дорогая Верочка	2.3740246260128193
341	342	— Перестаньте, как вам не совестно смеяться над такими вещами	2.3740246260128193
889	890	Я теперь чувствую, что каким-то неудобным клином врезался в Вашу жизнь	2.373427511997517
888	889	Случилось так, что меня не интересует в жизни ничто: ни политика, ни наука, ни философия, ни забота о будущем счастье людей — для меня вся жизнь заключается только в Вас	2.372628690041341
388	389	Знай, что телеграфисты увлекательны, но коварны	2.3721029188462466
473	474	Но я обнял ее, прижал к своему сердцу и несколько раз поцеловал С тех пор каждый раз, когда являлась луна на небе со звездами, спешил я к возлюбленной моей и все денные заботы на время забывал с нею	2.3702277664542573
167	168	— Можно было бы, кажется, вспомнить о крестной дочери	2.369282666243824
261	262	А про мужа этой дамы мы, как осведомленные лица, можем сказать только, что это самый почтенный человек на свете, целомудренный, как Иосиф, и ангельской доброты» Напав на нить брачных историй, князь Василий не пощадил и Густава Ивановича Фриессе, мужа Анны, рассказав, что он на другой день после свадьбы явился требовать при помощи полиции выселения новобрачной из родительского дома, как не имеющую отдельного паспорта, и водворения ее на место проживания законного мужа	2.3686280446279446
531	532	Теперь все прошло, улеглось, утряслось	2.3683586298538333
334	335	И все пристают с жалобами, с какими-то обидами	2.3683586298538333
692	693	Видишь, впереди движутся фонари	2.3665338201684585
956	957	Про́шу, про́шу Вера собралась с силами и открыла дверь	2.365460714685752
292	293	Она быстро развернула бумажку	2.3641830166729862
592	593	Ужасная это штука, когда свежий и чистый мальчишка положит свою первую любовь к ногам старой, опытной и властолюбивой развратницы	2.3625741892504113
638	639	И детей заберу» Ты, может быть, думаешь, что этот капитан был какая-нибудь тряпка	2.3623080972643704
911	912	От глубины души благодарю Вас за то, что Вы были моей единственной радостью в жизни, единственным утешением, единой мыслью	2.3609790339650885
902	903	Я вот сейчас затопил печку и сжигаю все самое дорогое, что было у меня в жизни: ваш платок, который, я признаюсь, украл	2.3608299284522665
353	354	Честное слово, более порочного ребенка вы нигде не отыщете — Перестаньте	2.3605603177762258
672	673	И все оттого, что мы целыми поколениями не умели преклоняться и благоговеть перед любовью	2.3603860555170897
554	555	Тяжело быть лишним ртом в семье	2.3595266392683976
301	302	Впрочем, полагаю, что и на всем свете не найдется сокровища, достойного украсить Вас Но этот браслет принадлежал еще моей прабабке, а последняя, по времени, его носила моя покойная матушка	2.3577019030790733
634	635	А тут наш полк двинули на войну	2.357287928605166
859	860	И видно было, что он совсем забыл о светских приличиях, о том, кому где надо сидеть, и перестал держать себя джентльменом	2.357014471241279
319	320	— Хоть бы немного дали поволноваться Трое из гостей — Спешников, полковник и вице-губернатор, туповатый, приличный и скучный немец, — были такого рода люди, что Вера положительно не знала, как их занимать и что с ними делать	2.356521619964229
851	852	Я тебя предупреждал, что всю деловую часть разговора я беру на себя	2.3558219150953645
435	436	— Как это странно, Анночка: боялся — не боялся	2.35509444752829
676	677	— Разве вам интересно, дедушка	2.35509444752829
56	57	и пальцы на ногах щемит	2.352595647919916
854	855	Главное, это то, что я вижу его лицо, и я чувствую, что этот человек не способен обманывать и лгать заведомо	2.351973856880094
898	899	Я очень стыжусь и мысленно краснею за мой дурацкий браслет, — ну, что же	2.3515628976832996
368	369	В один прекрасный майский день одна девица, по имени Вера, получает по почте письмо с целующимися голубками на заголовке	2.351221557673058
153	154	И еще осмелюсь спросить ваше сиятельство, какой соус прикажете подавать к петуху: тартар или польский, а то можно просто сухари в масле	2.351016756550808
369	370	Вот письмо, а вот и голуби Письмо содержит в себе пылкое признание в любви, написанное вопреки всем правилам орфографии	2.3504199648286614
274	275	Вера, не принимавшая участия в игре, хотела выйти на террасу, где накрывали к чаю, но вдруг ее с несколько таинственным видом вызвала из гостиной горничная — Что такое, Даша	2.349718102602758
404	405	Генерала Аносова, несмотря на его протесты, сестры заставили надеть пальто и укутали его ноги теплым пледом	2.3491868012681163
162	163	Обе сестры, издали узнавшие его, подбежали к коляске как раз вовремя, чтобы полушутя, полусерьезно поддержать его с обеих сторон под руки — Точно	2.3489096801248186
804	805	Но последним вашим поступком, именно присылкой этого вот самого гранатового браслета, вы переступили те границы, где кончается наше терпение	2.347093969218697
642	643	Он был храбрым солдатом	2.3444997979933206
288	289	Он приходил в середине обеда, я только вас не решалась обеспокоить, ваше сиятельство	2.3433974815295784
791	792	Но, должно быть, вспомнил, что уже безуспешно предлагал то же самое раньше, вскочил, подбежал к окну, теребя волосы, и вернулся обратно на прежнее место	2.3419831462993703
684	685	Очевидно, он постоянно следил за ней, потому что в своих письмах весьма точно указывал, где она бывала на вечерах, в каком обществе и как была одета	2.3412554803232872
560	561	В-третьих, думаешь: вот пойдут детишки, — я-то умру, а часть меня все-таки останется на свете	2.34122076996373
231	232	Он внимательно расспрашивал каждого: «Как фамилия	2.336207707180157
469	470	Это произошло так — Дедушка, надеюсь, вы не заставите нас краснеть	2.335559841693448
496	497	Аносов, сохранивший, несмотря на годы, удивительную зоркость, должен был помогать своей спутнице	2.335242484504173
698	699	— Не люблю я этой машины	2.3343981049491775
792	793	И опять его дрожащие руки забегали, теребя пуговицы, щипля светлые рыжеватые усы, трогая без нужды лицо — Я к вашим услугам, ваше сиятельство, — произнес он глухо, глядя на Василия Львовича умоляющими глазами Но Шеин промолчал	2.3339610534316004
121	122	Однако все-таки пойдем посмотрим, что там у нас делается Они прошли в дом через большую каменную террасу, со всех сторон закрытую густыми шпалерами винограда «изабелла»	2.3334570635184195
89	90	Разве может он когда-нибудь прискучить	2.331879679003634
595	596	Она вернулась к одной из своих прежних, испытанных пассий	2.3317662738782516
316	317	Он говорил, что не знает этой игры, что вообще не признает азарта даже в шутку, что любит и сравнительно хорошо играет только в винт	2.331699697228474
488	489	Казалось, конца не будет жизни, юности и здоровью	2.3298572102970057
40	41	У нее были редкой красоты спина, грудь и плечи	2.3295671970179592
980	981	Они так совпадали в ее мысли с музыкой, что это были как будто бы куплеты, которые кончались словами: «Да святится имя Твое» «Вот сейчас я вам покажу в нежных звуках жизнь, которая покорно и радостно обрекла себя на мучения, страдания и смерть	2.3291671159414107
78	79	Вся местность спускается к морю, точно географическая карта	2.328514122241338
99	100	Мы с тобою, точно в романе, сидим и разговариваем о природе, а я совсем забыла про мой подарок	2.327119859771459
982	983	Я перед тобою — одна молитва: „Да святится имя Твое“ Да, я предвижу страдание, кровь и смерть	2.326256408326719
262	263	Верного в этом анекдоте было только то, что в первые дни замужней жизни Анна должна была безотлучно находиться около захворавшей матери, так как Вера спешно уехала к себе на юг, а бедный Густав Иванович предавался унынию и отчаянию Все смеялись	2.325966063209765
988	989	„Да святится имя Твое“ В предсмертный печальный час я молюсь только тебе	2.3247783717445776
243	244	на пятьдесят верст Он всю свою скрытую нежность души и потребность сердечной любви перенес на эту детвору, особенно на девочек	2.324613916110658
756	757	Вручу ему браслет и прочитаю хорошую строгую нотацию — Тогда и я с тобой, — быстро прервал его Николай Николаевич	2.324307420685803
884	885	» Целый день она ходила по цветнику и по фруктовому саду	2.322214354507353
909	910	я знаю, что Вы очень музыкальны, я Вас видел чаще всего на бетховенских квартетах, — так вот, если Вы обо мне вспомните, то сыграйте или прикажите сыграть сонату D-dur № 2, op	2.32177433298059
157	158	Князь Василий Львович привез с собою вдовую сестру Людмилу Львовну, по мужу Дурасову, полную, добродушную и необыкновенно молчаливую женщину; светского молодого богатого шалопая и кутилу Васючка, которого весь город знал под этим фамильярным именем, очень приятного в обществе уменьем петь и декламировать, а также устраивать живые картины, спектакли и благотворительные базары; знаменитую пианистку Женни Рейтер, подругу княгини Веры по Смольному институту, а также своего шурина Николая Николаевича	2.3187528336201715
139	140	Очень хорошие раки — Ну что ж, не так уж дурно	2.3185624386087302
216	217	«Шпиона я не только расстреляю, — сказал он, — но, если прикажете, лично убью	2.3175429005739794
768	769	Ах, Коля, не следовало бы этого делать Они поднялись еще на два марша	2.317540883842609
689	690	— Может быть, это просто ненормальный малый, маниак, а — почем знать	2.317258468231615
437	438	Ты не верь, пожалуйста, тому, кто тебе скажет, что не боялся и что свист пуль для него самая сладкая музыка	2.3163835690253123
799	800	И я думаю, что мы договоримся сразу	2.31621415811156
474	475	Когда же последовал наш поход из тех мест, мы дали друг другу клятву в вечной взаимной любви и простились навсегда — И все	2.316037501575511
348	349	Если спросишь родителей, не порочное ли дитя, — так можете представить — они даже оскорбляются	2.315985263495448
115	116	Зато цепочка настоящая венецианская, очень древняя Вера ласково погладила прекрасный переплет — Какая глубокая старина	2.315782641192209
827	828	— Говорите Желтков в продолжение нескольких секунд ловил ртом воздух, точно задыхаясь, и вдруг покатился, как с обрыва	2.3156717654407544
176	177	ужасно пахнет	2.3155038245044772
617	618	Оставаться-то в городе ему было неудобно: живой укор перед глазами и ей, и всему полку	2.3153626363618565
749	750	— Лучше уж в это дело никого посторонних не мешать	2.313730947808434
704	705	Она еще издали услышала громкий голос брата Николая и увидела его высокую, сухую фигуру, быстро сновавшую из угла в угол	2.313133958298239
798	799	— Я очень рад, что нашел в вас порядочного человека, джентльмена, способного понимать с полуслова	2.312811121422722
819	820	— почти закричал прокурор — Как вам угодно	2.312549030011072
408	409	Осень, осень, осень, — говорил старик, глядя на огонь свечи и задумчиво покачивал головой	2.3118426565288557
658	659	Но вовсе не она виновата в том, что любовь у людей приняла такие пошлые формы и снизошла просто до какого-то житейского удобства, до маленького развлечения	2.311770670633951
696	697	— Ваше превосходительство, не позволите ли довезти вас	2.3110716327643694
929	930	Она разговорилась — Пожалуйста, пожалуйста, вот первая дверь налево, а там	2.3103217030847416
760	761	Едва на ногах держусь, а мне надо просмотреть два дела — Мне почему-то стало жалко этого несчастного, — нерешительно сказала Вера — Жалеть его нечего	2.309903948524961
594	595	Это — штамп на всю жизнь К рождеству он ей уже надоел	2.309149091915592
114	115	Застежки должны были быть в таком же стиле, как и весь узор, матовые, старого золота, тонкой резьбы, а он бог знает что сделал	2.308994016280009
567	568	Понимаешь, такая любовь, для которой совершить любой подвиг, отдать жизнь, пойти на мучение — вовсе не труд, а одна радость	2.3066643040853094
861	862	Я как будто бы умер для вас	2.3066394410242617
106	107	— Благодарю тебя	2.3066394410242617
130	131	Вот радость	2.3066394410242617
179	180	к кому приехал	2.3066394410242617
20	21	д	2.3066394410242617
707	708	— Я давно настаивал, чтобы прекратить эти дурацкие письма	2.3064450946830997
287	288	И с теми словами убежал — Подите догоните его — Никак не догонишь, ваше сиятельство	2.3062938029682796
387	388	— я знаю хладный и лицемерный свет	2.3062925601526016
15	16	К обеду муж обещал привезти немногих и только самых близких знакомых	2.303239485236174
584	585	В одном полку нашей дивизии (только не в нашем) была жена полкового командира	2.301646614192939
367	368	Свежая новость книжного рынка Вера тихо дотронулась до его плеча — Лучше не нужно, — сказала она Но Василий Львович или не расслышал ее слов, или не придал им настоящего значения — Начало относится к временам доисторическим	2.300148322011929
983	984	И думаю, что трудно расстаться телу с душой, но, Прекрасная, хвала тебе, страстная хвала и тихая любовь	2.299359342062513
447	448	Точно он рассказывал по какому-то милому, древнему стереотипу — Рассказ очень короткий, — отозвался Аносов: — Это было на Шипке, зимой, уже после того, как меня контузили в голову	2.297613334575412
13	14	Муж, уезжая утром по спешным делам в город, положил ей на ночной столик футляр с прекрасными серьгами из грушевидных жемчужин, и этот подарок еще больше веселил ее Она была одна во всем доме	2.2959722140458325
385	386	Дитя, ты не знаешь жизни и летишь, как мотылек на блестящий огонь	2.2949044184858014
12	13	По милым, отдаленным воспоминаниям детства она всегда любила этот день и всегда ожидала от него чего-то счастливо-чудесного	2.2948276969848256
173	174	все лето купали мои ревматизмы	2.293101130937838
164	165	— сказал генерал ласковым хриповатым басом — Дедушка, миленький, дорогой	2.2928056283045897
70	71	Я скучаю, глядя на него, и уж стараюсь больше не смотреть	2.2926289108544395
548	549	Аносов довольно долго молчал	2.291276321252463
874	875	Он как будто бы чувствовал себя обязанным сделать это Вера хотя была встревожена, но не удивилась и не пришла в замешательство	2.289493505199149
354	355	С вами нельзя говорить серьезно, — расхохоталась она, откидываясь на спинку кушетки и блестя глазами Князь Василий Львович, сидя за большим круглым столом, показывал своей сестре, Аносову и шурину домашний юмористический альбом с собственноручными рисунками	2.287753884012813
774	775	Он еще раз постучал — Войдите, — отозвался слабый голос Комната была очень низка, но очень широка и длинна, почти квадратной формы	2.287313796296766
761	762	— резко отозвался Николай, оборачиваясь в дверях	2.2860704081751777
120	121	Но знаешь, Анна, это только тебе могла прийти в голову шальная мысль переделать молитвенник в дамский carnet 1	2.2830239831489587
123	124	По всей террасе разливался зеленый полусвет, от которого лица женщин сразу побледнели — Ты велишь здесь накрывать	2.282055757629783
895	896	Убежать в другой город	2.2820304296891707
875	876	Ночью, когда муж пришел к ней в постель, она вдруг сказала ему, повернувшись к стене: — Оставь меня, — я знаю, что этот человек убьет себя Княгиня Вера Николаевна никогда не читала газет, потому что, во-первых, они ей пачкали руки, а во-вторых, она никогда не могла разобраться в том языке, которым нынче пишут Но судьба заставила ее развернуть как раз тот лист и натолкнуться на тот столбец, где было напечатано: «Загадочная смерть	2.2816295117927154
51	52	А на днях художник Борицкий — вот тот, что пишет мой портрет, — согласился, что я была права и что художники об этом давно знают — Художник — твое новое увлечение	2.281282527076147
350	351	Хоть премию предлагай за каждого доставленного порочного ребенка — Анна Николаевна, — серьезно и вкрадчиво перебил ее гусар	2.2806188768791467
436	437	Понятное дело — боялся	2.28024569234172
1004	1005	Подумай обо мне, и я буду с тобой, потому что мы с тобой любили друг друга только одно мгновение, но навеки	2.280155672449944
111	112	Посмотри, видишь, как здесь орнамент делает фигуру креста	2.2785290329017513
831	832	Но семь лет безнадежной и вежливой любви дают мне право на это	2.277985781996151
196	197	— сказал полковник Понамарев, кланяясь — Я был представлен княгине в Петербурге, — подхватил гусар — Ну, так представлю тебе, Аня, поручика Бахтинского	2.276905370244238
551	552	Но вот в большинстве-то случаев почему люди женятся	2.275664608174376
14	15	Ее холостой брат Николай, товарищ прокурора, живший обыкновенно вместе с ними, также уехал в город, в суд	2.27453962384481
901	902	Вы это письмо сожгите	2.274410446410802
119	120	— Вот я держу в своих руках вещь, которой, может быть, касались руки маркизы Помпадур или самой королевы Антуанетты	2.27431302778155
545	546	А вы свой несчастный опыт переносите на все человечество	2.273951888315466
974	975	Largo Appassionato» Вера Николаевна вернулась домой поздно вечером и была рада, что не застала дома ни мужа, ни брата Зато ее дожидалась пианистка Женни Рейтер, и, взволнованная тем, что она видела и слышала, Вера кинулась к ней и, целуя ее прекрасные большие руки, закричала: — Женни, милая, прошу тебя, сыграй для меня что-нибудь, — и сейчас же вышла из комнаты в цветник и села на скамейку Она почти ни одной секунды не сомневалась в том, что Женни сыграет то самое место из Второй сонаты, о котором просил этот мертвец с смешной фамилией Желтков Так оно и было	2.2737985011315818
852	853	А ты раскис и позволил ему распространяться о своих чувствах	2.2715602747454557
302	303	Посередине, между большими камнями, Вы увидите один зеленый	2.271115982746664
703	704	Фриессе довез Веру Николаевну до ворот ее дачи и, быстро описав круг, исчез в темноте со своим ревущим и пыхтящим автомобилем Княгиня Вера с неприятным чувством поднялась на террасу и вошла в дом	2.270006599285796
495	496	Ночь была так черна, что в первые минуты, пока глаза не притерпелись после света к темноте, приходилось ощупью ногами отыскивать дорогу	2.2697976743255244
107	108	Где ты достала такое сокровище	2.2670488180004496
530	531	И глаза всегда лживые-лживые	2.267048818000449
994	995	И, умирая, я в скорбный час расставания с жизнью все-таки пою — слава Тебе Вот она идет, все усмиряющая смерть, а я говорю — слава Тебе	2.2650948724121136
297	298	Она прочитала следующие строки, написанные мелко, великолепно-каллиграфическим почерком: «Ваше Сиятельство, Глубокоуважаемая Княгиня Вера Николаевна	2.2644698747605077
912	913	Дай бог Вам счастья, и пусть ничто временное и житейское не тревожит Вашу прекрасную душу	2.2639559235830378
610	611	А он, ни слова не ответив, бегом — и под поезд	2.262790483175754
68	69	Как будто я в первый раз вижу огромное, торжественное чудо	2.262676446787773
10	11	Успокоившиеся деревья бесшумно и покорно роняли желтые листья Княгиня Вера Николаевна Шеина, жена предводителя дворянства, не могла покинуть дачи, потому что в их городском доме еще не покончили с ремонтом	2.2625392221383533
251	252	Сегодня он рассказывал о неудавшейся женитьбе Николая Николаевича на одной богатой и красивой даме	2.262489277567339
801	802	— Да, — ответил Желтков тихо и опустил ресницы благоговейно — И мы до сих пор не принимали против вас никаких мер, хотя — согласитесь — это не только можно было бы, а даже и нужно было сделать	2.262099990122473
734	735	На случай затруднения у меня будет в руках вот эта бумажка с его почерком	2.26132977025598
268	269	Как мне раньше не пришло в голову посчитать	2.260041637100388
380	381	Но, как благонравная и воспитанная девица, она показывает письмо почтенным родителям, а также своему другу детства и жениху, красивому молодому человеку Васе Шеину	2.2592024714776895
585	586	Рожа, я тебе скажу, Верочка, преестественная	2.2578029264371566
72	73	— спросила сестра — Прошлым летом, — сказала Анна лукаво, — мы из Ялты поехали большой кавалькадой верхом на Уч-Кош	2.2572112762929275
315	316	Нет, уж лучше после — теперь не только этот несчастный будет смешон, но и я вместе с ним» Так раздумывала княгиня Вера и не могла отвести глаз от пяти алых кровавых огней, дрожавших внутри пяти гранатов Полковника Понамарева едва удалось заставить сесть играть в покер	2.255939341089119
725	726	Ведь мы не знаем ни имени, ни фамилии, ни адреса — О, это-то совсем пустое дело	2.2550115297228386
688	689	Княгиня Вера рассказала также и о сегодняшней посылке и даже почти дословно передала странное письмо своего таинственного обожателя — Да-а, — протянул генерал наконец	2.254056611374938
126	127	Уж лучше в столовой	2.2530344562003273
460	461	Канарейка в воде	2.2530344562003273
546	547	Возьмите хоть нас с Васей	2.2530344562003273
96	97	— А больше всего я люблю мою сестренку, мою благоразумную Вереньку	2.2527170663018388
399	400	Уже не стало видно ни земли, ни деревьев, ни неба	2.2521782721438446
904	905	Вашу записку, — о, как я ее целовал, — ею Вы запретили мне писать Вам	2.250852156364042
977	978	Она единовременно думала о том, что мимо нее прошла большая любовь, которая повторяется только один раз в тысячу лет	2.2490128912287575
366	367	— Текст еще изготовляется — Это что-то новое, — заметил Аносов, — я еще этого не видал — Самый последний выпуск	2.2480370515124406
790	791	Дело, о котором мы будем иметь честь говорить с вами, одинаково касается и князя и меня, или, вернее, супруги князя, а моей сестры Желтков, совершенно растерявшись, опустился вдруг на диван и пролепетал омертвевшими губами: «Прошу, господа, садиться»	2.247716578569134
880	881	Так, по крайней мере, самоубийца упоминает в своем письме	2.2458406814860536
252	253	В основе было только то, что муж дамы не хотел давать ей развода	2.2437744999753964
209	210	и ежедневно бывал в доме Тугановских	2.243304939692735
32	33	Старшая, Вера, пошла в мать, красавицу англичанку, своей высокой гибкой фигурой, нежным, но холодным и гордым лицом, прекрасными, хотя довольно большими руками и той очаровательной покатостью плеч, какую можно видеть на старинных миниатюрах	2.2424130740327244
493	494	там у меня в столе, в ящичке, лежит красный футляр, а в нем письмо	2.240681930990361
646	647	Солдаты на него богу молились Но она велела	2.2380076149252504
885	886	Беспокойство, которое росло в ней с минуты на минуту, как будто не давало ей сидеть на месте	2.237893053890007
527	528	Мужа почему-то на людях называет Жаком	2.2357501371933353
149	150	Но петух неожиданно всплеснул хвостом, и Анна с визгом отдернула руку — Не извольте беспокоиться, ваше сиятельство, все в лучшем виде устроим, — сказал повар, очевидно понимавший тревогу Анны	2.2351408336852785
781	782	Позвольте представиться Он сделал по направлению к Тугановскому два шага с протянутой рукой	2.234539894502315
789	790	Я — товарищ прокурора	2.2335754231851426
780	781	Очень приятно	2.2335754231851426
276	277	— Что у вас за глупый вид	2.2335754231851426
736	737	А раз я это узнаю, то мы не только завтра же возвратим ему его сокровище, а и примем меры, чтобы он уж больше никогда не напоминал нам о своем существовании — Что ты думаешь сделать	2.233116892705069
575	576	Никакие жизненные удобства, расчеты и компромиссы не должны ее касаться — Вы видели когда-нибудь такую любовь, дедушка	2.2325603445750115
204	205	прапорщика Генерал Аносов был боевым товарищем и преданным другом покойного князя Мирза-Булат-Тугановского	2.231227123199906
599	600	Говоря высоким штилем — «смерть уже лежала на его высоком челе»	2.2307472909709
959	960	Голова его покоилась очень низко, точно нарочно ему, трупу, которому все равно, подсунули маленькую мягкую подушку	2.2306365906099748
433	434	Я видел в некоторых местах его лепешки, затоптанные в грязи — Дедушка, скажите откровенно, — попросила Анна, — скажите, испытывали вы страх во время сражений	2.229727934875057
233	234	На сколько	2.227458194976637
192	193	Ты и в шестьдесят лет	2.227458194976637
628	629	«Оставьте, оставьте	2.227458194976637
414	415	Служба	2.227458194976637
740	741	Тут прямая опасность попасть в смешное положение — Все равно	2.2273625248438114
766	767	Перед шестым этажом князь Василий Львович остановился — Подожди немножко, — сказал он шурину	2.2269302158605875
422	423	Вот как-то иду я по улице	2.2248018850862117
583	584	Это недолго — Прошу вас, дедушка — Ну, вот	2.2248018850862112
969	970	— Извините меня, это впечатление смерти так тяжело, что я не могу удержаться И она прочла слова, написанные знакомым почерком: «L	2.222787304644482
817	818	Он, не отрываясь, глядел с недоумением и жадным, серьезным любопытством в лицо этого странного человека — Видите ли, милый мой, эта мера от вас никогда не уйдет, — с легкой наглостью продолжал Николай Николаевич	2.2219475004627527
339	340	Понимаете, приют для порочных детей — О, вполне понимаю	2.221270335241222
57	58	И все-таки тянет, тянет Она хотела еще раз нагнуться над обрывом, но сестра остановила ее — Анна, дорогая моя, ради бога	2.2203788886315765
602	603	Я и ее и его знал лично, но при этом происшествии не был	2.2196311630267953
836	837	Я знаю, что не в силах разлюбить ее никогда	2.2196311630267953
272	273	Такие суровые законы были выведены из практики, для обуздания княгини Веры и Анны Николаевны, которые в азарте не знали никакого удержу	2.219624587338044
796	797	— Может быть, позволите стаканчик чаю	2.219077436440721
59	60	Прошу тебя, сядь — Ну хорошо, хорошо, села	2.2177387853962323
363	364	Здесь самое бегство	2.2157176470518753
321	322	Анна издали, в виде благодарности, прикрыла глаза веками, и сестра сразу поняла ее	2.2154032136546746
269	270	И Вася виноват — ничего не сказал по телефону» Когда у Шейных или у Фриессе собирались близкие знакомые, то после обеда обыкновенно играли в покер, так как обе сестры до смешного любили азартные игры	2.2138933969681283
466	467	— спросила пианистка — Гм	2.2122056981230784
1010	1011	Мне спать так сладко, сладко, сладко» Женни Рейтер вышла из комнаты, уже кончив играть, и увидала княгиню Веру, сидящую на скамейке всю в слезах — Что с тобой	2.211197944287369
405	406	Перед ним стояла бутылка его любимого красного вина Pommard, рядом с ним по обеим сторонам сидели Вера и Анна	2.210807465181823
277	278	И что такое вы вертите в руках	2.210077141847031
